"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Malaria","Confirmed cases","Notification rate","N/100000","2008-02","NO","Norway",0.021109640,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-02","PL","Poland",0.002623590,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-02","PT","Portugal",0.028427020,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-02","RO","Romania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-02","SE","Sweden",0.087118190,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-02","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-02","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-02","UK","United Kingdom",0.082830330,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","AT","Austria",0.024073210,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","BE","Belgium",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","BG","Bulgaria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","CZ","Czechia",0.048339900,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","DE","Germany",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","EL","Greece",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","FI","Finland",0.037732400,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","HU","Hungary",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","IE","Ireland",0.044865530,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","IT","Italy",0.033897280,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","LT","Lithuania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","LU","Luxembourg",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","LV","Latvia",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","NL","Netherlands",0.024382210,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","NO","Norway",0.021109640,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","PL","Poland",0.005247180,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","PT","Portugal",0.028427020,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","RO","Romania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","SE","Sweden",0.065338640,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-03","UK","United Kingdom",0.099071570,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","AT","Austria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","BE","Belgium",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","BG","Bulgaria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","CZ","Czechia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","DE","Germany",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","EL","Greece",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","FI","Finland",0.018866200,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","HU","Hungary",0.009954800,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","IE","Ireland",0.179462120,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","IT","Italy",0.047456200,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","LT","Lithuania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","LU","Luxembourg",0.206697400,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","LV","Latvia",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","NL","Netherlands",0.073146650,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","NO","Norway",0.042219290,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","PL","Poland",0.002623590,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","PT","Portugal",0.028427020,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","RO","Romania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","SE","Sweden",0.043559090,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-04","UK","United Kingdom",0.121809310,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","AT","Austria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","BE","Belgium",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","BG","Bulgaria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","CZ","Czechia",0.009667980,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","DE","Germany",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","EL","Greece",0.045204120,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","FI","Finland",0.075464800,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","HU","Hungary",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","IE","Ireland",0.134596590,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","IT","Italy",0.045761330,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","LT","Lithuania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","LU","Luxembourg",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","LV","Latvia",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","NL","Netherlands",0.054859980,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","NO","Norway",0.084438580,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","PL","Poland",0.005247180,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","PT","Portugal",0.018951340,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","RO","Romania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","SE","Sweden",0.054448870,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","SK","Slovakia",0.018600960,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-05","UK","United Kingdom",0.180277780,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","AT","Austria",0.024073210,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","BE","Belgium",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","BG","Bulgaria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","CZ","Czechia",0.019335960,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","DE","Germany",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","EL","Greece",0.027122470,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","FI","Finland",0.075464800,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","HU","Hungary",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","IE","Ireland",0.179462120,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","IT","Italy",0.040676740,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","LT","Lithuania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","LU","Luxembourg",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","LV","Latvia",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","NL","Netherlands",0.073146650,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","NO","Norway",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","PL","Poland",0.007870780,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","PT","Portugal",0.037902690,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","RO","Romania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","SE","Sweden",0.098007960,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-06","UK","United Kingdom",0.191646650,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","AT","Austria",0.156475890,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","BE","Belgium",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","BG","Bulgaria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","CZ","Czechia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","DE","Germany",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","EL","Greece",0.045204120,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","FI","Finland",0.075464800,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","HU","Hungary",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","IE","Ireland",0.179462120,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","IT","Italy",0.067794570,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","LT","Lithuania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","LU","Luxembourg",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","LV","Latvia",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","MT","Malta",0.245199000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","NL","Netherlands",0.243822170,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","NO","Norway",0.105548220,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","PL","Poland",0.002623590,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","PT","Portugal",0.037902690,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","RO","Romania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","SE","Sweden",0.087118190,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","SI","Slovenia",0.099489170,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","SK","Slovakia",0.018600960,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-07","UK","United Kingdom",0.276101100,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","AT","Austria",0.060183030,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","BE","Belgium",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","BG","Bulgaria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","CZ","Czechia",0.029003940,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","DE","Germany",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","EL","Greece",0.045204120,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","FI","Finland",0.018866200,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","HU","Hungary",0.019909600,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","IE","Ireland",0.291625960,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","IT","Italy",0.108471320,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","LT","Lithuania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","LU","Luxembourg",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","LV","Latvia",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","MT","Malta",0.245199000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","NL","Netherlands",0.164579960,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","NO","Norway",0.021109640,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","PL","Poland",0.007870780,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","PT","Portugal",0.047378370,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","RO","Romania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","SE","Sweden",0.108897740,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","SI","Slovenia",0.049744580,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-08","UK","United Kingdom",0.246866870,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","AT","Austria",0.168512500,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","BE","Belgium",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","BG","Bulgaria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","CZ","Czechia",0.019335960,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","DE","Germany",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","EL","Greece",0.027122470,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","FI","Finland",0.056598600,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","HU","Hungary",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","IE","Ireland",0.269193190,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","IT","Italy",0.215247780,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","LT","Lithuania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","LU","Luxembourg",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","LV","Latvia",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","NL","Netherlands",0.115815530,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","NO","Norway",0.189986800,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","PL","Poland",0.002623590,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","PT","Portugal",0.018951340,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","RO","Romania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","SE","Sweden",0.076228410,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-09","UK","United Kingdom",0.279349350,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","AT","Austria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","BE","Belgium",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","BG","Bulgaria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","CZ","Czechia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","DE","Germany",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","EL","Greece",0.045204120,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","FI","Finland",0.018866200,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","HU","Hungary",0.009954800,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","IE","Ireland",0.112163830,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","IT","Italy",0.118640510,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","LT","Lithuania",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008-10","LU","Luxembourg",0.000000000,""
